index,emotion_numeric,emotion_str,image_path
15564,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15564.jpg
15565,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15565.jpg
15566,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15566.jpg
15567,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15567.jpg
15568,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15568.jpg
15569,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15569.jpg
15570,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15570.jpg
15571,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15571.jpg
15572,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15572.jpg
15573,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15573.jpg
15574,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15574.jpg
15575,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15575.jpg
15576,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15576.jpg
15577,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15577.jpg
15578,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15578.jpg
15579,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15579.jpg
15580,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15580.jpg
15581,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/15581.jpg
15582,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15582.jpg
15583,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15583.jpg
15584,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15584.jpg
15585,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15585.jpg
15586,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15586.jpg
15587,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15587.jpg
15588,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15588.jpg
15589,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15589.jpg
15590,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15590.jpg
15591,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15591.jpg
15592,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15592.jpg
15593,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/15593.jpg
15594,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15594.jpg
15595,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15595.jpg
15596,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15596.jpg
15597,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15597.jpg
15598,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15598.jpg
15599,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15599.jpg
15600,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15600.jpg
15601,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15601.jpg
15602,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/15602.jpg
15603,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15603.jpg
15604,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15604.jpg
15605,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15605.jpg
15606,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15606.jpg
15607,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15607.jpg
15608,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15608.jpg
15609,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15609.jpg
15610,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15610.jpg
15611,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15611.jpg
15612,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15612.jpg
15613,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15613.jpg
15614,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15614.jpg
15615,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15615.jpg
15616,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15616.jpg
15617,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15617.jpg
15618,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15618.jpg
15619,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15619.jpg
15620,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15620.jpg
15621,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15621.jpg
15622,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15622.jpg
15623,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15623.jpg
15624,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15624.jpg
15625,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15625.jpg
15626,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15626.jpg
15627,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15627.jpg
15628,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15628.jpg
15629,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15629.jpg
15630,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15630.jpg
15631,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15631.jpg
15632,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15632.jpg
15633,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15633.jpg
15634,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15634.jpg
15635,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15635.jpg
15636,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15636.jpg
15637,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15637.jpg
15638,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15638.jpg
15639,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15639.jpg
15640,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15640.jpg
15641,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15641.jpg
15642,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15642.jpg
15643,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15643.jpg
15644,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15644.jpg
15645,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15645.jpg
15646,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15646.jpg
15647,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15647.jpg
15648,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15648.jpg
15649,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15649.jpg
15650,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15650.jpg
15651,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15651.jpg
15652,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15652.jpg
15653,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15653.jpg
15654,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/15654.jpg
15655,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15655.jpg
15656,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15656.jpg
15657,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15657.jpg
15658,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15658.jpg
15659,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15659.jpg
15660,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15660.jpg
15661,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15661.jpg
15662,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15662.jpg
15663,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15663.jpg
15664,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15664.jpg
15665,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15665.jpg
15666,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15666.jpg
15667,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15667.jpg
15668,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15668.jpg
15669,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15669.jpg
15670,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15670.jpg
15671,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15671.jpg
15672,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15672.jpg
15673,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15673.jpg
15674,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15674.jpg
15675,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15675.jpg
15676,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15676.jpg
15677,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15677.jpg
15678,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15678.jpg
15679,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15679.jpg
15680,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15680.jpg
15681,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15681.jpg
15682,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15682.jpg
15683,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15683.jpg
15684,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15684.jpg
15685,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15685.jpg
15686,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15686.jpg
15687,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15687.jpg
15688,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15688.jpg
15689,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15689.jpg
15690,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15690.jpg
15691,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15691.jpg
15692,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15692.jpg
15693,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15693.jpg
15694,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15694.jpg
15695,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15695.jpg
15696,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15696.jpg
15697,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15697.jpg
15698,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15698.jpg
15699,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15699.jpg
15700,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/15700.jpg
15701,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15701.jpg
15702,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15702.jpg
15703,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15703.jpg
15704,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15704.jpg
15705,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15705.jpg
15706,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15706.jpg
15707,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15707.jpg
15708,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15708.jpg
15709,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15709.jpg
15710,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15710.jpg
15711,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15711.jpg
15712,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15712.jpg
15713,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15713.jpg
15714,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15714.jpg
15715,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15715.jpg
15716,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15716.jpg
15717,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15717.jpg
15718,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15718.jpg
15719,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15719.jpg
15720,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15720.jpg
15721,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15721.jpg
15722,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15722.jpg
15723,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15723.jpg
15724,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15724.jpg
15725,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15725.jpg
15726,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15726.jpg
15727,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15727.jpg
15728,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15728.jpg
15729,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15729.jpg
15730,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15730.jpg
15731,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15731.jpg
15732,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15732.jpg
15733,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15733.jpg
15734,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15734.jpg
15735,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15735.jpg
15736,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15736.jpg
15737,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15737.jpg
15738,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15738.jpg
15739,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15739.jpg
15740,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15740.jpg
15741,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15741.jpg
15742,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15742.jpg
15743,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15743.jpg
15744,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15744.jpg
15745,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15745.jpg
15746,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15746.jpg
15747,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15747.jpg
15748,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/15748.jpg
15749,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15749.jpg
15750,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15750.jpg
15751,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15751.jpg
15752,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15752.jpg
15753,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15753.jpg
15754,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15754.jpg
15755,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15755.jpg
15756,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15756.jpg
15757,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15757.jpg
15758,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15758.jpg
15759,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15759.jpg
15760,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15760.jpg
15761,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15761.jpg
15762,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15762.jpg
15763,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15763.jpg
15764,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15764.jpg
15765,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15765.jpg
15766,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15766.jpg
15767,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15767.jpg
15768,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15768.jpg
15769,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15769.jpg
15770,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15770.jpg
15771,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15771.jpg
15772,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15772.jpg
15773,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15773.jpg
15774,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15774.jpg
15775,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15775.jpg
15776,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15776.jpg
15777,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15777.jpg
15778,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/15778.jpg
15779,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15779.jpg
15780,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/15780.jpg
15781,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/15781.jpg
15782,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15782.jpg
15783,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15783.jpg
15784,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15784.jpg
15785,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15785.jpg
15786,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/15786.jpg
15787,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15787.jpg
15788,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15788.jpg
15789,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/15789.jpg
15790,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/15790.jpg
15791,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15791.jpg
15792,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/15792.jpg
15793,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/15793.jpg
